flux wave error
-0.025969423353672028 1202.6260404051186 1.7393882444594055e-05
-0.0924193412065506 1202.6794923440668 1.272004737984389e-05
-0.026028314605355263 1202.7329439356356 1.7142490833066404e-05
-0.14467273652553558 1202.7863951798308 1.748232898535207e-05
-0.0364999994635582 1202.8398460766605 1.4284863937064074e-05
-0.036705415695905685 1202.8932966261305 1.449261799280066e-05
-0.06367582827806473 1202.946746828248 1.1837761121569201e-05
-0.1053868755698204 1203.0001966830198 1.4228188774723094e-05
-0.012997022829949856 1203.0536461904524 2.4483759261784144e-05
-0.012892326340079308 1203.1070953505528 2.414605660305824e-05
-0.03665006160736084 1203.1605441633278 1.3623397535411641e-05
-0.037176117300987244 1203.2139926287841 1.4403399291040841e-05
-0.07995930314064026 1203.2674407469283 1.6985441106953658e-05
-0.14842914044857025 1203.3208885177673 2.442176264594309e-05
-0.02698071300983429 1203.3743359413081 1.7297070371569134e-05
-0.02669122815132141 1203.427783017557 1.653348772379104e-05
-0.041372694075107574 1203.4812297465212 2.5115998141700402e-05
-0.041137684136629105 1203.5346761282071 2.404683255008422e-05
-0.06457781046628952 1203.5881221626219 1.1941371667489875e-05
-0.037521954625844955 1203.6415678497722 1.3971620319352951e-05
-0.03782671317458153 1203.6950131896645 1.4377766092366073e-05
-0.06691387295722961 1203.7484581823057 1.348062141914852e-05
-0.04199462756514549 1203.8019028277029 2.513831714168191e-05
-0.02694137953221798 1203.8553471258626 1.601176154508721e-05
-0.027755508199334145 1203.9087910767912 1.7616735931369476e-05
-0.06833453476428986 1203.9622346804963 1.4073962120164651e-05
-0.036210715770721436 1204.015677936984 1.7654732801020145e-05
-0.1384415477514267 1204.0691208462613 0.04755301773548126
-0.06580442190170288 1204.1225634083348 1.2283909200050402e-05
-0.03796880692243576 1204.1760056232115 1.3643105376104359e-05
-0.08321133255958557 1204.229447490898 1.127154791902285e-05
-0.012993043288588524 1204.2828890114017 2.2848325897939503e-05
-0.013960538432002068 1204.3363301847282 2.5747998734004796e-05
-0.026067914441227913 1204.3897710108854 0.0037187745328992605
-0.05109468102455139 1204.4432114898789 1.7263222616747953e-05
-0.038502391427755356 1204.4966516217166 1.4000375813338906e-05
-0.10825754702091217 1204.5500914064046 1.0778621799545363e-05
-0.03623009845614433 1204.60353084395 1.6745943867135793e-05
-0.028191395103931427 1204.6569699343593 1.708202762529254e-05
-0.013200668618083 1204.7104086776394 2.3017018975224346e-05
-0.043221354484558105 1204.7638470737968 2.443145785946399e-05
-0.028203053399920464 1204.8172851228387 1.6797648640931584e-05
-0.06710365414619446 1204.8707228247717 1.2051992598571815e-05
-0.013369988650083542 1204.9241601796025 2.3333666831604205e-05
-0.03671427071094513 1204.9775971873382 1.7241633031517267e-05
-0.013241936452686787 1205.0310338479846 2.287213646923192e-05
-0.03678388521075249 1205.0844701615497 1.7256148566957563e-05
-0.008417570032179356 1205.1379061280393 0.02055765502154827
-0.03874244540929794 1205.1913417474607 1.3398385817708913e-05
-0.028298696503043175 1205.2447770198207 1.633515967114363e-05
-0.013508452102541924 1205.2982119451256 2.3388362023979425e-05
-0.03653217852115631 1205.3516465233824 1.6386391507694498e-05
-0.028387703001499176 1205.4050807545982 1.6295698515023105e-05
-0.06770111620426178 1205.458514638779 1.2482460078899749e-05
-0.0899672731757164 1205.5119481759325 1.0837506124516949e-05
-0.028718410059809685 1205.5653813660645 1.677683940215502e-05
-0.0855446457862854 1205.6188142091828 1.3154117368685547e-05
-0.03908197209239006 1205.6722467052932 1.3487293472280726e-05
-0.03919075056910515 1205.7256788544028 1.3631713045469951e-05
-0.03679069131612778 1205.7791106565187 1.6581367162871175e-05
-0.07522226125001907 1205.8325421116472 1.3328212844498921e-05
-0.0392337404191494 1205.8859732197955 1.3580048289441038e-05
-0.036567725241184235 1205.93940398097 1.5991814507287927e-05
-0.013506302610039711 1205.9928343951774 2.2829206500318833e-05
-0.01350540854036808 1206.0462644624247 2.2773154341848567e-05
-0.06978283077478409 1206.0996941827184 1.2593462088261731e-05
-0.0835801362991333 1206.1531235560658 1.695854552963283e-05
-0.028916001319885254 1206.2065525824733 1.6581234376644716e-05
-0.036596544086933136 1206.2599812619474 1.5914914911263622e-05
-0.03935324400663376 1206.313409594495 1.3495314306055661e-05
-0.038759540766477585 1206.3668375801233 1.2443298146536108e-05
-0.03695244342088699 1206.4202652188385 1.6629848687443882e-05
-0.036825232207775116 1206.4736925106479 1.634505679248832e-05
-0.036932751536369324 1206.5271194555576 0.00467459624633193
-0.03895334526896477 1206.580546053575 1.2711630006378982e-05
-0.03931073099374771 1206.633972304706 1.3329839021025691e-05
-0.06010674685239792 1206.6873982089585 2.282119203300681e-05
-0.14610806107521057 1206.7408237663385 1.6485770174767822e-05
-0.06012803316116333 1206.794248976853 2.2928656107978895e-05
-0.07553829997777939 1206.8476738405084 1.3341133126232307e-05
-0.013693046756088734 1206.9010983573123 2.2880665710545145e-05
-0.03924794867634773 1206.9545225272705 1.3146857781975996e-05
-0.013641394674777985 1207.00794635039 2.2669841200695373e-05
-0.03933940455317497 1207.061369826678 1.3285347449709661e-05
-0.03944536671042442 1207.1147929561407 1.345442342426395e-05
-0.06787336617708206 1207.1682157387852 0.002942326944321394
-0.0292008388787508 1207.2216381746184 1.6626439901301637e-05
-0.013389457017183304 1207.2750602636465 2.1847097741556354e-05
-0.06753796339035034 1207.328482005877 1.126413008023519e-05
-0.07032948732376099 1207.3819034013159 1.3450541700876784e-05
-0.03959834948182106 1207.4353244499703 1.374609382764902e-05
-0.08250423520803452 1207.488745151847 1.4936555089661852e-05
-0.029442984610795975 1207.5421655069529 1.706600778561551e-05
-0.028647977858781815 1207.5955855152943 1.5346209693234414e-05
-0.029285544529557228 1207.649005176878 1.6728283299016766e-05
-0.06718225032091141 1207.702424491711 1.0916011888184585e-05
-0.08442922681570053 1207.7558434598004 1.0047550858871546e-05
-0.036082230508327484 1207.8092620811524 1.4902656403137371e-05
-0.05198349058628082 1207.8626803557736 1.59865685418481e-05
-0.0285712368786335 1207.9160982836715 1.5171169252425898e-05
0.1384553611278534 1207.9695158648522 0.05205942317843437
-0.2373257875442505 1208.0229330993227 0.009782669134438038
-0.03906712308526039 1208.0763499870898 1.3006394510739483e-05
-0.11121682077646255 1208.12976652816 1.2787749255949166e-05
-0.01336685474961996 1208.18318272254 2.1433314032037742e-05
-0.013460020534694195 1208.2365985702372 2.1701263904105872e-05
-0.013621498830616474 1208.290014071258 2.218496592831798e-05
-0.06935117393732071 1208.3434292256084 1.2250846339156851e-05
-0.06960931420326233 1208.3968440332965 1.3096424481773283e-05
-0.14417925477027893 1208.450258494328 1.5413826986332424e-05
-0.03622090443968773 1208.50367260871 1.560243072162848e-05
-0.09337271749973297 1208.5570863764494 1.066149434336694e-05
-0.02872258611023426 1208.6104997975526 1.5608507965225726e-05
-0.03860441967844963 1208.663912872027 1.2490987501223572e-05
0.00706176133826375 1208.7173255998784 0.03428647667169571
-0.035959359258413315 1208.7707379811143 1.527885797258932e-05
-0.028502078726887703 1208.8241500157415 1.5231574252538849e-05
-0.03843607380986214 1208.8775617037659 1.2356854313111398e-05
-0.013409987092018127 1208.9309730451948 2.144903555745259e-05
-0.013449680991470814 1208.9843840400354 2.1570338503806852e-05
-0.028494875878095627 1209.0377946882936 1.5330686437664554e-05
-0.07377797365188599 1209.0912049899769 1.2864968084613793e-05
-0.06599380075931549 1209.1446149450912 1.0787873179651797e-05
-0.028369521722197533 1209.198024553644 1.5164388059929479e-05
-0.013563144952058792 1209.251433815642 2.1929474314674735e-05
-0.06593213975429535 1209.3048427310914 1.0595791536616161e-05
-0.04366219788789749 1209.3582512999994 2.2305097445496358e-05
-0.013446311466395855 1209.4116595223725 2.1644143998855725e-05
-0.08226040005683899 1209.4650673982176 9.499523912381846e-06
-0.02857024222612381 1209.5184749275415 1.5815790902706794e-05
-0.04858159273862839 1209.571882110351 0.003272759960964322
-0.11882732063531876 1209.6252889466523 1.0706071407184936e-05
-0.013348773121833801 1209.6786954364527 2.129131644323934e-05
-0.013263091444969177 1209.7321015797588 2.101592872350011e-05
-0.01331330556422472 1209.7855073765775 2.1216059394646436e-05
-0.03810195252299309 1209.838912826915 1.274740952794673e-05
-0.035141944885253906 1209.892317930779 1.484750919189537e-05
-0.03799699619412422 1209.945722688175 1.2687743037531618e-05
-0.02777925319969654 1209.9991270991109 1.4487678527075332e-05
-0.03520283102989197 1210.0525311635924 1.5189536497928202e-05
0.05393136665225029 1210.1059348816273 0.04538222774863243
-0.03756995499134064 1210.159338253222 1.220677950186655e-05
-0.013264360837638378 1210.2127412783825 2.1067609850433655e-05
-0.02773064561188221 1210.2661439571161 1.4634334547736216e-05
-0.0646575465798378 1210.3195462894298 1.0496374670765363e-05
-0.07898039370775223 1210.3729482753304 1.5028335837996565e-05
-0.027605731040239334 1210.426349914824 1.45375761348987e-05
-0.028015784919261932 1210.4797512079174 1.545735722174868e-05
-0.04930288344621658 1210.533152154618 1.4775474483030848e-05
-0.0562472827732563 1210.5865527549322 2.0857027266174555e-05
-0.037159308791160583 1210.6399530088665 1.2167429304099642e-05
-0.03668332099914551 1210.693352916428 1.1404618817323353e-05
-0.02741098590195179 1210.746752477623 1.445302041247487e-05
-0.027585597708821297 1210.8001516924585 1.4890454622218385e-05
-0.013253459706902504 1210.8535505609416 2.1149679014342837e-05
-0.034030646085739136 1210.9069490830784 1.405383682140382e-05
-0.08554541319608688 1210.9603472588763 1.059780151990708e-05
-0.012927406467497349 1211.0137450883412 2.0190123905194923e-05
-0.11516761779785156 1211.0671425714809 1.0845984434126876e-05
-0.0628877654671669 1211.1205397083013 9.655389476392884e-06
-0.03714776039123535 1211.1739364988093 1.298691950069042e-05
-0.026764828711748123 1211.2273329430118 1.3631729416374583e-05
-0.06330277770757675 1211.2807290409155 1.0691910574678332e-05
-0.07762318849563599 1211.334124792527 1.4371814359037671e-05
-0.02730375900864601 1211.387520197853 1.5021919352875557e-05
-0.012777389027178288 1211.4409152569006 1.9861086911987513e-05
-0.027123918756842613 1211.4943099696764 1.478706872148905e-05
-0.04091024026274681 1211.5477043361868 2.0037950889673084e-05
-0.1406693458557129 1211.601098356439 2.111024150508456e-05
-0.03604954853653908 1211.6544920304395 1.1878544682986103e-05
-0.036127690225839615 1211.707885358195 1.2120280189265031e-05
-0.0409541130065918 1211.7612783397124 2.098998629662674e-05
-0.026797713711857796 1211.8146709749983 1.453837649023626e-05
-0.012843599542975426 1211.8680632640592 2.0233430404914543e-05
-0.026965754106640816 1211.9214552069022 1.5093312867975328e-05
-0.059558551758527756 1211.974846803534 0.002622166881337762
-0.09696389734745026 1212.0282380539616 1.2059461369062774e-05
-0.06366685032844543 1212.0816289581912 1.213161158375442e-05
-0.0332096628844738 1212.1350195162295 1.4733537682332098e-05
-0.035388801246881485 1212.1884097280838 1.1754915249184705e-05
-0.13200925290584564 1212.2417995937603 1.4629033103119582e-05
-0.053237009793519974 1212.2951891132661 2.058923382719513e-05
-0.026416633278131485 1212.3485782866078 1.4624921277572867e-05
-0.24879992008209229 1212.401967113792 0.013669107109308243
-0.06714550405740738 1212.4553555948253 1.2007444638584275e-05
0.02127126231789589 1212.508743729715 0.03963189199566841
-0.08137544244527817 1212.5621315184674 1.0425407708680723e-05
-0.042526498436927795 1212.6155189610895 0.033564649522304535
-0.03528063744306564 1212.6689060575877 1.2550362043839414e-05
-0.11320193856954575 1212.7222928079689 0.006557323969900608
-0.01253912691026926 1212.77567921224 1.9717157556442544e-05
-0.03442896157503128 1212.8290652704072 1.1374023415555712e-05
-0.034606777131557465 1212.882450982478 1.181152583740186e-05
-0.03902345895767212 1212.9358363484587 2.0058439986314625e-05
-0.09681469202041626 1212.9892213683559 9.244122338714078e-06
-0.012817099690437317 1213.0426060421767 2.0703888367279433e-05
-0.0123209860175848 1213.0959903699274 1.9239369066781364e-05
-0.04544392228126526 1213.149374351615 1.5111966604308691e-05
-0.07744096219539642 1213.2027579872463 0.0035942767281085253
-0.034178078174591064 1213.2561412768277 1.1860925042128656e-05
-0.025478776544332504 1213.3095242203665 1.4218780052033253e-05
-0.031366001814603806 1213.3629068178689 1.3608279914478771e-05
-0.025467025116086006 1213.4162890693415 1.4420115803659428e-05
-0.10110489279031754 1213.4696709747916 1.228390283358749e-05
-0.031447067856788635 1213.5230525342256 1.4195959920471068e-05
-0.02531256526708603 1213.5764337476503 1.4395956895896234e-05
-0.12815983593463898 1213.6298146150725 0.006910817697644234
-0.03328637406229973 1213.6831951364989 1.1289485883025918e-05
-0.025139419361948967 1213.736575311936 1.4333357285067905e-05
-0.06029679253697395 1213.789955141391 1.152689310401911e-05
-0.012229370884597301 1213.8433346248698 1.9370598238310777e-05
-0.03319954499602318 1213.8967137623802 1.1636575436568819e-05
-0.012423613108694553 1213.950092553928 2.0038300135638565e-05
-0.05971966311335564 1214.0034709995202 1.1390816325729247e-05
-0.12775379419326782 1214.056849099164 2.0176647012704052e-05
-0.024605609476566315 1214.1102268528657 1.390567013004329e-05
0.03219381719827652 1214.1636042606317 0.03848528116941452
-0.030642028898000717 1214.2169813224696 1.4256802387535572e-05
-0.06323472410440445 1214.2703580383857 1.1692032785504125e-05
-0.00842679850757122 1214.3237344083864 0.023876631632447243
-0.02452373504638672 1214.3771104324787 1.4276287402026355e-05
-0.06152975931763649 1214.4304861106693 1.1016538337571546e-05
0.04351920634508133 1214.483861442965 0.03913694992661476
-0.03170950710773468 1214.5372364293721 1.0572604878689162e-05
-0.024448130279779434 1214.5906110698982 1.4576455214410089e-05
-0.035703934729099274 1214.6439853645493 1.839001924963668e-05
-0.09176918119192123 1214.6973593133323 1.1393262866477016e-05
-0.04134579002857208 1214.750732916254 1.2978263839613646e-05
-0.08841098099946976 1214.804106173321 0.030067000538110733
-0.029305672273039818 1214.8574790845405 1.3151798157196026e-05
0.015157463029026985 1214.9108516499184 0.03126045688986778
0.021519144997000694 1214.9642238694619 0.03345026820898056
-0.08575674146413803 1215.017595743178 1.3883409337722696e-05
0.1261533498764038 1215.0709672710727 0.051456794142723083
0.2168882191181183 1215.1243384531533 0.06254024803638458
0.12592239677906036 1215.1777092894263 0.05641903355717659
-0.022492608055472374 1215.2310797798984 0.03598992899060249
0.04189443960785866 1215.2844499245764 0.055369410663843155
0.14099355041980743 1215.3378197234672 0.06437193602323532
0.10715457797050476 1215.391189176577 0.07115188241004944
0.06274686753749847 1215.4445582839132 0.0655212253332138
0.22233417630195618 1215.497927045482 0.08451159298419952
-0.04923954978585243 1215.55129546129 0.08810604363679886
-0.19046348333358765 1215.6046635313446 0.10939519852399826
-0.09097295254468918 1215.6580312556518 0.18014918267726898
0.11936048418283463 1215.711398634219 0.2286951094865799
0.5726425647735596 1215.7647656670524 0.2162262499332428
0.4936444163322449 1215.818132354159 0.16699238121509552
1.3212212324142456 1215.8714986955451 0.15387065708637238
2.398192882537842 1215.924864691218 0.17942658066749573
2.793891191482544 1215.9782303411841 0.1917804330587387
2.111388921737671 1216.0315956454501 0.16319896280765533
1.5806466341018677 1216.0849606040229 0.14206530153751373
1.1029669046401978 1216.1383252169092 0.11823704093694687
0.6408937573432922 1216.1916894841152 0.09845511615276337
0.5955873131752014 1216.2450534056484 0.08958815783262253
0.3645756244659424 1216.298416981515 0.07626322656869888
0.2861536145210266 1216.3517802117217 0.06855092942714691
0.1745537519454956 1216.4051430962754 0.05021638423204422
0.12845559418201447 1216.4585056351832 0.05349475517868996
-0.05545806512236595 1216.511867828451 1.1080435797339305e-05
-0.03751875460147858 1216.5652296760861 0.03484417870640755
-0.11332686245441437 1216.618591178095 1.3551821211876813e-05
-0.011597340926527977 1216.6719523344846 1.951985905179754e-05
-0.03204995021224022 1216.7253131452612 1.9124570826534182e-05
-0.011509822681546211 1216.7786736104322 1.936715852934867e-05
0.07444434612989426 1216.8320337300036 0.04226892068982124
-0.07780759036540985 1216.8853935039826 1.3943182239017915e-05
0.05790737271308899 1216.9387529323756 0.0385921411216259
-0.06533601135015488 1216.9921120151896 0.0018404136644676328
-0.06171490624547005 1217.045470752431 1.4233791262086015e-05
-0.05962571129202843 1217.0988291441067 1.3596927601611242e-05
-0.059255313128232956 1217.1521871902232 1.3194613529776689e-05
-0.054534319788217545 1217.2055448907881 1.1341979188728146e-05
-0.10552780330181122 1217.258902245807 0.002024008659645915
-0.05411198362708092 1217.3122592552868 1.116674866352696e-05
-0.011303594335913658 1217.3656159192346 1.923618037835695e-05
-0.04077640548348427 1217.4189722376573 1.8980468666995876e-05
-0.020809542387723923 1217.4723282105608 1.3402794138528407e-05
-0.04870276898145676 1217.5256838379526 1.0685081178962719e-05
-0.10853113979101181 1217.5790391198389 1.8344668205827475e-05
-0.08843092620372772 1217.6323940562268 9.672864507592749e-06
-0.06889472901821136 1217.6857486471229 1.331613111688057e-05
-0.1025090217590332 1217.7391028925335 1.0819317139976192e-05
-0.05717533454298973 1217.7924567924658 1.3412729458650574e-05
-0.0345446802675724 1217.8458103469266 1.3100749129080214e-05
-0.0666283518075943 1217.8991635559219 1.4101091437623836e-05
-0.06710715591907501 1217.952516419459 9.003817467601039e-06
-0.025315387174487114 1218.0058689375448 1.3951608707429841e-05
-0.0339101143181324 1218.0592211101855 1.2771080946549773e-05
-0.06661999225616455 1218.112572937388 9.272773240809329e-06
-0.024475036188960075 1218.165924419159 1.2603215509443544e-05
-0.026256680488586426 1218.2192755555052 1.1110254490631633e-05
-0.04512196034193039 1218.2726263464335 8.91500894795172e-06
-0.033511895686388016 1218.3259767919503 1.324464119534241e-05
-0.037738144397735596 1218.3793268920626 1.734696161292959e-05
-0.010906175710260868 1218.4326766467766 1.892947511805687e-05
0.028926964849233627 1218.4860260561 0.03687999024987221
-0.04584535211324692 1218.5393751200381 1.0970843504765071e-05
-0.04866039752960205 1218.5927238385989 1.0630829820001964e-05
-0.023999717086553574 1218.6460722117886 1.311127380176913e-05
-0.06938324123620987 1218.6994202396138 1.0295093488821294e-05
-0.04321036860346794 1218.7527679220814 9.4661045295652e-06
-0.09655534476041794 1218.8061152591977 1.0221895536233205e-05
-0.032282136380672455 1218.8594622509702 1.3304288586368784e-05
-0.044548504054546356 1218.9128088974048 1.066580352926394e-05
-0.02478882111608982 1218.9661551985087 1.0734140232671052e-05
-0.04314281418919563 1219.0195011542883 9.207717994286213e-06
-0.053872667253017426 1219.0728467647505 1.0515655048948247e-05
-0.018725385889410973 1219.1261920299019 1.3093640518491156e-05
-0.10578396171331406 1219.1795369497495 1.3048848813923541e-05
-0.08493555337190628 1219.2328815242995 7.605723567394307e-06
-0.04356033727526665 1219.2862257535587 1.0962052328977734e-05
-0.04636445268988609 1219.3395696375344 1.0854987522179727e-05
