Net_photons Gross_photons Sky_photons Error_photons Time_hr Exptime
17.873592376708984 26.87704849243164 9.003456115722656 5.190925598144531 -18.27886966635181 523.78296875
8.210410118103027 27.362926483154297 19.152515411376953 5.230958461761475 1.5826375117817115 589.0468125
-0.7612528800964355 4.915336608886719 5.676589488983154 2.276737689971924 -4.970748789030576 523.7914375
10.491955757141113 25.24166488647461 14.749709129333496 5.024108409881592 -0.010794277650397506 589.047875
12.942607879638672 19.809316635131836 6.866708755493164 4.450766086578369 -0.17442877533049247 589.047875
7.680671691894531 18.6269474029541 10.94627571105957 4.324235439300537 1.4190031817497877 589.0468125
5.0880537033081055 9.719343185424805 4.631289482116699 3.1386420726776123 -18.424373917494147 523.78296875
8.685102462768555 20.47307014465332 11.787967681884766 4.524717330932617 -3.1971076460261054 589.02559375
-2.235060691833496 10.685749053955078 12.920809745788574 3.3141238689422607 -0.3380633959231319 589.047875
7.792555809020996 9.493707656860352 1.7011518478393555 3.1176278591156006 -17.15851376598225 589.041875
9.743578910827637 33.573516845703125 23.829936981201172 5.7942657470703125 -18.13336529229693 523.78296875
18.175731658935547 34.583126068115234 16.407394409179688 5.880742073059082 -1.4405931899206157 589.0465
5.742882251739502 22.728763580322266 16.985881805419922 4.76746940612793 -16.66761504506832 589.041875
10.520374298095703 11.686031341552734 1.1656570434570312 3.4408316612243652 -3.3607360416692615 589.02559375
2.0628252029418945 13.269723892211914 11.20689868927002 3.683239459991455 -1.604227352288728 589.0465
3.9030768871307373 10.669835090637207 6.766757965087891 3.300786256790161 -3.5243644373124225 589.02559375
7.153140068054199 17.12458610534668 9.97144603729248 4.146883964538574 -16.831247989296514 589.041875
9.592020988464355 13.473272323608398 3.881251335144043 3.6809444427490234 -1.9314958000156885 589.0465
11.06866455078125 26.212892532348633 15.144227981567383 5.1198530197143555 -3.0334792503829444 589.02559375
12.660669326782227 17.923343658447266 5.262674331665039 4.2335968017578125 -16.99488082175405 589.041875
15.81694221496582 27.71380615234375 11.89686393737793 5.283155918121338 -4.534228626057096 523.7914375
1.9557154178619385 9.01412296295166 7.058407783508301 3.0023529529571533 -1.7678615035149627 589.0465
5.762761116027832 11.65531063079834 5.892549514770508 3.442889451980591 -18.569878302690906 523.78296875
4.565576553344727 14.908174514770508 10.342597961425781 3.88063645362854 1.255368941118755 589.0468125
-3.7263002395629883 11.506296157836914 15.232596397399902 3.4117653369903564 -4.679735380565119 523.7914375
5.057564735412598 7.802898406982422 2.745333671569824 2.8398032188415527 -4.825242135073142 523.7914375
1.4104433059692383 25.81215476989746 24.401710510253906 5.088160037994385 0.15284033178550382 589.047875
4.31916618347168 26.563007354736328 22.24384117126465 5.168124675750732 1.7462718306404788 589.0468125
