Flux Error Time_hr
0.09505154192447662 0.06899734524488449 -3.1933084585620115
0.026537980884313583 0.06997973384857177 -1.6044374638514922
0.1509864330291748 0.07889703277349472 -13.515183966657824
0.02085510641336441 0.08081003876924515 -0.17918910916196615
0.12940341234207153 0.08874588310718537 -0.015566569652472599
0.11157229542732239 0.07316999815702438 -13.351566210455664
0.03167164325714111 0.0763151500940323 -1.768059679229983
0.20114250481128693 0.07811491132974625 -3.356921744445964
-0.004875503480434418 0.0835308357834816 -5.045966473305488
0.008941184729337692 0.05870808379650116 -14.768046557985066
0.00864889845252037 0.06984562302827835 0.1480559698222294
-0.059771135449409485 0.08505183433294296 -3.520535153242456
0.21708202362060547 0.08043670530319214 1.7363705179563953
-0.007709234021604061 0.08208627411127091 -15.204536400811355
0.03127795085310936 0.0643693814277649 -4.609512370936586
0.13251258432865143 0.11135861814022065 1.2455023295148238
0.06173140928149223 0.0698400951743126 -13.67880174526103
0.22418494522571564 0.0899729459643364 1.4091251036997026
0.2169104814529419 0.07344599056243896 -15.059039872204613
0.18439385294914246 0.06746590095758438 -4.75499703074234
0.14696140587329865 0.06831788939237594 -4.900481813499734
0.05710458382964134 0.06977926336526871 -14.913543209504352
0.15228167176246643 0.08447282657623291 1.5727477437715165
-0.027896881103515625 0.09640720913410186 -1.9316819281513962
0.12238255888223648 0.07415844833850861 -1.4408152372529366
0.10807602852582932 0.059204675698280335 -13.187948465395385
0.13810858130455017 0.11147766396999359 -0.34281165981334183
0.10746947675943375 0.06500523712635041 -3.0296951950791082
