Net_photons Gross_photons Sky_photons Error_photons Time_hr Exptime
52.385215759277344 100.7267837524414 48.34156799316406 10.036273002624512 -18.27886966635181 523.78296875
67.67841339111328 90.54459381103516 22.866180419921875 9.51549243927002 1.5826375117817115 589.0468125
45.212066650390625 48.85251235961914 3.6404457092285156 7.003541469573975 -4.970748789030576 523.7914375
50.50974655151367 71.54402160644531 21.03427505493164 8.458370208740234 -0.010794277650397506 589.047875
54.57735824584961 70.3622055053711 15.784847259521484 8.392633438110352 -0.17442877533049247 589.047875
56.91542053222656 80.60172271728516 23.686302185058594 8.986200332641602 1.4190031817497877 589.0468125
72.14618682861328 94.24251556396484 22.096328735351562 9.711285591125488 -18.424373917494147 523.78296875
46.1015625 60.50318145751953 14.401618957519531 7.788184642791748 -3.1971076460261054 589.02559375
48.095497131347656 66.13052368164062 18.03502655029297 8.132067680358887 -0.3380633959231319 589.047875
52.45384979248047 59.3223876953125 6.868537902832031 7.711912631988525 -17.15851376598225 589.041875
81.37042236328125 130.8009033203125 49.43048095703125 11.439790725708008 -18.13336529229693 523.78296875
55.09653854370117 96.03309631347656 40.93655776977539 9.80735969543457 -1.4405931899206157 589.0465
66.71129608154297 111.1199951171875 44.40869903564453 10.541346549987793 -16.66761504506832 589.041875
51.62730407714844 59.17532730102539 7.548023223876953 7.697412490844727 -3.3607360416692615 589.02559375
76.04662322998047 92.71094512939453 16.664321899414062 9.636383056640625 -1.604227352288728 589.0465
39.848854064941406 42.44337463378906 2.5945205688476562 6.526277542114258 -3.5243644373124225 589.02559375
75.31648254394531 99.61166381835938 24.295181274414062 9.984312057495117 -16.831247989296514 589.041875
52.25703430175781 62.76312255859375 10.506088256835938 7.92703914642334 -1.9314958000156885 589.0465
66.27840423583984 108.5464859008789 42.26808166503906 10.422155380249023 -3.0334792503829444 589.02559375
63.620513916015625 75.30123138427734 11.680717468261719 8.677628517150879 -16.99488082175405 589.041875
35.818878173828125 81.26365661621094 45.44477844238281 9.018325805664062 -4.534228626057096 523.7914375
56.644073486328125 67.44578552246094 10.801712036132812 8.216963768005371 -1.7678615035149627 589.0465
68.8757553100586 76.1460189819336 7.270263671875 8.726168632507324 -18.569878302690906 523.78296875
64.88658142089844 84.52377319335938 19.637191772460938 9.193680763244629 1.255368941118755 589.0468125
58.725730895996094 80.1073989868164 21.381668090820312 8.961461067199707 -4.679735380565119 523.7914375
56.551239013671875 64.74279022216797 8.191551208496094 8.054438591003418 -4.825242135073142 523.7914375
50.18299102783203 96.31287384033203 46.1298828125 9.817686080932617 0.15284033178550382 589.047875
53.39339065551758 94.36155700683594 40.96816635131836 9.713987350463867 1.7462718306404788 589.0468125
