Flux Error Time_hr
1.2428559064865112 0.14504492814540862 -3.1933084585620115
1.1697638034820557 0.14699518043994902 -1.6044374638514922
1.0417498350143433 0.13511930418014526 -13.515183966657824
1.0545933246612549 0.14681220211982726 -0.17918910916196615
1.4091463088989258 0.1627954517841339 -0.015566569652472599
1.2394540309906006 0.14606360361576082 -13.351566210455664
1.0991721153259277 0.1458316624879837 -1.768059679229983
1.2194321155548096 0.14505478932857513 -3.356921744445964
1.294480800628662 0.1539530584573746 -5.045966473305488
1.0934901237487793 0.14070602025985718 -14.768046557985066
1.2572673559188843 0.15361868047714233 0.1480559698222294
1.1600242853164673 0.14354940855503082 -3.520535153242456
1.1504945755004883 0.15473764519691469 1.7363705179563953
1.2824862003326416 0.15287699496746063 -15.204536400811355
1.4399131536483765 0.16152653608322143 -4.609512370936586
1.351859450340271 0.16247746675014496 1.2455023295148238
0.8537247776985168 0.12607492179870605 -13.67880174526103
1.34068763256073 0.16603938710689545 1.4091251036997026
1.3533401489257812 0.15557864146232606 -15.059039872204613
1.2079635858535767 0.15019205911159517 -4.75499703074234
1.466092824935913 0.16312672908306122 -4.900481813499734
1.3266165256500244 0.15476879179477693 -14.913543209504352
0.9117308855056763 0.14302780787944794 1.5727477437715165
1.0038650035858154 0.14113161418437958 -1.9316819281513962
1.0850411653518677 0.14255583081245424 -1.4408152372529366
1.3162906169891357 0.1523831225156784 -13.187948465395385
0.902006208896637 0.14097558891773224 -0.34281165981334183
0.9203414916992188 0.13141218552589418 -3.0296951950791082
